Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,29,0.28,0.25,4,1.0
Viktor Tsyhankov,ua UKR,"FW,MF",Girona,es La Liga,26,0.09,0.23,2,0.9999999987855261
Christantus Uche,ng NGA,"FW,MF",Getafe,es La Liga,21,0.14,0.22,5,1.0
Enes Ünal,tr TUR,"FW,MF",Bournemouth,eng Premier League,27,0.53,0.26,0,0.9999999996897326
Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,28,0.47,0.16,2,0.9999999999995683
Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,18,0.53,0.13,0,0.5150375939454348
Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,37,0.29,0.13,5,0.9999999997773763
Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25,0.0,0.0,0,0.9999999977228065
Ruben Vargas,ch SUI,"FW,MF",Sevilla,es La Liga,25,0.27,0.13,2,0.9999502822105837
Alejo Véliz,ar ARG,FW,Espanyol,es La Liga,20,0.08,0.0,2,0.9999999876746744
Lorenzo Venturino,it ITA,"FW,MF",Genoa,it Serie A,18,1.05,0.0,0,0.9999999999999978
Simone Verdi,it ITA,"MF,FW",Como,it Serie A,32,0.0,0.0,0,1.0
Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,de Bundesliga,23,0.13,0.0,2,0.9999999999667954
Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,25,0.15,0.15,1,0.9999999999999964
Pau Victor,es ESP,FW,Barcelona,es La Liga,22,0.57,0.29,0,1.0
Asier Villalibre,es ESP,FW,Alavés,es La Liga,26,0.27,0.27,3,1.0
Nicolas Viola,it ITA,"FW,MF",Cagliari,it Serie A,34,0.21,0.07,2,1.0
Vitinha,pt POR,"FW,MF",Genoa,it Serie A,24,0.14,0.2,2,1.0
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,24,0.51,0.2,3,0.9998988209391898
Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,26,0.21,0.17,7,0.9999804264808991
Ibrahima Wadji,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,29,0.0,0.0,0,0.9828683775983862
Elye Wahi,fr FRA,"FW,MF",Eint Frankfurt,de Bundesliga,21,0.0,0.0,0,1.0
Elye Wahi,fr FRA,FW,Marseille,fr Ligue 1,21,0.47,0.16,3,0.9999999999814815
Paul Wanner,de GER,"MF,FW",Heidenheim,de Bundesliga,18,0.15,0.1,4,0.9999994585249654
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28,0.55,0.28,5,0.9999999652593493
Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,24,0.27,0.11,2,0.9999999969595468
Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,19,0.38,0.26,2,0.9999999999998679
Noah Weißhaupt,de GER,"FW,MF",St. Pauli,de Bundesliga,22,0.08,0.0,2,0.9999999898353185
Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,33,0.43,0.17,5,0.999999998659419
Timo Werner,de GER,"FW,MF",Tottenham,eng Premier League,28,0.0,0.53,0,0.9999999999976641
Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,30,0.2,0.27,2,1.0
Nico Williams,es ESP,FW,Athletic Club,es La Liga,22,0.23,0.23,2,1.0
Willian,br BRA,"FW,MF",Fulham,eng Premier League,35,0.0,0.0,0,1.0
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,24,0.0,0.17,2,0.9999999999925357
Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,32,0.0,0.0,0,0.9475863360435488
Harry Wilson,wls WAL,"FW,MF",Fulham,eng Premier League,27,0.47,0.08,2,0.9999999999939124
Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,de Bundesliga,23,0.15,0.2,4,1.0
Jonas Wind,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,25,0.41,0.14,5,0.9999851050758727
Florian Wirtz,de GER,"MF,FW",Leverkusen,de Bundesliga,21,0.38,0.46,7,1.0
Yoane Wissa,cd COD,FW,Brentford,eng Premier League,27,0.59,0.12,2,0.999947159887361
Dani de Wit,nl NED,"MF,FW",Bochum,de Bundesliga,26,0.16,0.08,2,0.9999999999852234
Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,22,0.67,0.11,5,1.0
Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,de Bundesliga,24,0.21,0.14,2,0.9999999997576303
Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,32,0.61,0.09,5,0.9999999999998792
Lamine Yamal,es ESP,FW,Barcelona,es La Liga,17,0.28,0.41,7,1.0
Erencan Yardimci,tr TUR,"FW,MF",Hoffenheim,de Bundesliga,22,0.0,0.0,0,0.9999997681907014
John Yeboah,ec ECU,"FW,MF",Venezia,it Serie A,24,0.07,0.07,2,1.0
Bertuğ Yıldırım,tr TUR,FW,Getafe,es La Liga,22,0.08,0.0,2,0.9962570352830389
Kenan Yıldız,tr TUR,"FW,MF",Juventus,it Serie A,19,0.26,0.15,1,0.9999998156549427
Mattia Zaccagni,it ITA,FW,Lazio,it Serie A,29,0.27,0.2,1,1.0
Yoram Zague,fr FRA,"DF,FW",Paris S-G,fr Ligue 1,18,0.0,0.0,0,1.0
Nicola Zalewski,pl POL,"DF,FW",Roma,it Serie A,22,0.0,0.0,0,0.9900457326313524
Nicolò Zaniolo,it ITA,"FW,MF",Atalanta,it Serie A,25,0.5,0.5,0,0.9999999999999969
Nicolò Zaniolo,it ITA,FW,Fiorentina,it Serie A,25,0.0,0.0,6,1.0
Alessandro Zanoli,it ITA,"FW,DF",Genoa,it Serie A,23,0.05,0.0,2,0.9999999993165876
Duván Zapata,co COL,FW,Torino,it Serie A,33,0.46,0.0,0,0.9996818874933044
Bryan Zaragoza,es ESP,"FW,MF",Osasuna,es La Liga,23,0.05,0.29,2,1.0
Anass Zaroury,ma MAR,"FW,MF",Lens,fr Ligue 1,23,0.13,0.13,4,0.9999999999999822
Edon Zhegrova,xk KVX,"FW,MF",Lille,fr Ligue 1,25,0.37,0.09,2,0.999999999999996
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,eng Premier League,23,0.19,0.06,2,0.9999999987670769
Budu Zivzivadze,ge GEO,FW,Heidenheim,de Bundesliga,30,0.19,0.28,2,0.9788595078094807
Yanis Zouaoui,dz ALG,"DF,FW",Le Havre,fr Ligue 1,30,0.0,0.19,2,1.0
